# ID    ra_sdss       dec_sdss      
  2493  163.46774     -2.8149874    
  2494  127.26801     4.1598836     
  2495  125.746       58.348135     
  2496  125.15111     41.555232     
  2497  192.67256     1.0794806     
  2498  194.18988     35.225417     
  2499  216.53038     26.576146     
  2500  245.69539     13.490682     
  2501  219.32189     3.3817935     
  2502  321.47353     2.5950937     
  2503  19.364356     11.325449     
  2504  147.4551      0.33156151    
  2505  34.789965     6.7898553     
  2506  24.185397     12.893339     
  2507  120.17026     5.6617566     
  2508  212.86449     -1.1077382    
  2509  164.07858     6.940217      
  2510  204.08603     2.0465534     
  2511  33.642521     -7.0546641    
  2512  124.26149     23.111458     
  2513  223.95917     11.801957     
  2514  250.22252     23.57697      
  2515  122.03069     15.698605     
  2516  122.29848     35.588828     
  2517  121.36814     24.017448     
  2518  178.89255     37.348062     
  2519  227.20969     6.4594385     
  2520  223.66517     16.615342     
  2521  114.61627     33.335587     
  2522  242.87139     28.63639      
  2523  332.32896     14.64446      
  2524  250.0848      18.028827     
  2525  129.21371     22.928389     
  2526  332.28855     23.82123      
  2527  118.63717     24.642237     
  2528  236.28786     41.913505     
  2529  183.86722     4.9636489     
  2530  204.63257     -0.15808598   
  2531  40.425056     1.1314411     
  2532  212.07287     19.771672     
  2533  39.473792     1.9926839     
  2534  214.38938     9.7998736     
  2535  203.87121     11.726679     
  2536  318.96188     1.4820476     
  2537  217.09619     10.621522     
  2538  36.566259     0.72619234    
  2539  327.37363     0.09028629    
  2540  19.78625      -1.0294996    
  2541  329.68901     -1.8766092    
  2542  181.57491     17.003782     
  2543  123.96047     16.831671     
  2544  193.88871     -1.7669889    
  2545  321.61134     1.4741221     
  2546  189.37823     12.911886     
  2547  123.52381     12.656538     
  2548  167.1666      9.3167271     
  2549  318.25046     6.7580473     
  2550  231.18748     32.982299     
  2551  209.46325     6.9253354     
  2552  155.31436     -2.0566155    
  2553  135.08732     0.488996      
  2554  173.71864     20.50735      
  2555  328.49291     21.95788      
  2556  321.03967     4.6267738     
  2557  217.27099     2.3514761     
  2558  207.45763     34.117598     
  2559  127.53504     21.64475      
  2560  134.39156     20.021523     
  2561  143.24994     12.441472     
  2562  18.789364     19.662767     
  2563  119.51327     10.059709     
  2564  169.28445     -2.3934956    
  2565  10.927379     4.2972062     
  2566  355.98317     -1.712246     
  2567  225.72721     8.2547669     
  2568  180.09027     15.269029     
  2569  195.69362     22.266361     
  2570  335.06716     16.574008     
  2571  154.55109     13.231867     
  2572  126.60639     25.685202     
  2573  259.20016     32.461095     
  2574  323.51942     1.511698      
  2575  322.25446     9.1587371     
  2576  175.52644     19.702887     
  2577  31.098821     -6.12742      
  2578  201.91587     7.782421      
  2579  223.59575     12.249932     
  2580  18.176873     10.123234     
  2581  228.9932      29.852062     
  2582  228.06887     36.628686     
  2583  113.45536     27.257703     
  2584  167.99092     17.218227     
  2585  123.45122     17.372551     
  2586  215.99583     2.4873274     
  2587  189.24156     16.285908     
  2588  239.94544     14.219901     
  2589  226.17316     8.5410215     
  2590  235.31164     7.3633336     
  2591  328.06889     0.12699004    
  2592  319.79446     -1.0524381    
  2593  223.14116     32.116427     
  2594  183.18347     32.159421     
  2595  117.63715     23.1235       
  2596  24.533201     0.268211      
  2597  160.93621     6.8548606     
  2598  178.00249     14.138908     
  2599  118.33984     44.370613     
  2600  156.06444     43.462078     
  2601  260.31003     27.357634     
  2602  136.59404     16.522033     
  2603  127.51391     51.185943     
  2604  156.15084     14.669583     
  2605  118.33457     51.265325     
  2606  35.254265     -7.6790533    
  2607  134.16524     15.914878     
  2608  193.31423     10.180594     
  2609  135.20313     0.37625233    
  2610  157.55744     -0.95082565   
  2611  198.05296     -1.8470018    
  2612  149.07627     6.5703171     
  2613  179.44489     35.138119     
  2614  169.42615     35.346361     
  2615  244.21741     12.587896     
  2616  238.71383     20.737399     
  2617  119.19107     51.625549     
  2618  131.71479     24.241001     
  2619  215.29527     22.054403     
  2620  334.84277     20.797775     
  2621  330.07743     13.835537     
  2622  332.97319     18.113328     
  2623  113.95896     45.350103     
  2624  123.81328     36.248749     
  2625  32.116052     6.6306127     
  2626  147.99261     17.232405     
  2627  138.0863      -1.8634324    
  2628  182.91744     0.22099983    
  2629  185.22576     13.24998      
  2630  234.00928     24.554927     
  2631  127.99593     42.937225     
  2632  143.3258      11.683127     
  2633  219.07237     42.075716     
  2634  247.3163      18.880978     
  2635  129.48435     18.212315     
  2636  240.22129     17.284581     
  2637  208.36623     33.735078     
  2638  156.6781      1.0691948     
  2639  214.59682     14.681207     
  2640  150.88406     20.473438     
  2641  25.051216     2.0374798     
  2642  220.26856     -0.65842391   
  2643  165.09111     13.338668     
  2644  135.60824     45.329679     
  2645  115.92229     46.596289     
  2646  219.37126     21.680792     
  2647  2.8328576     0.7746045     
  2648  167.85604     33.754698     
  2649  133.76306     1.5238079     
  2650  172.66302     17.067056     
  2651  3.349176899   10.620883     
  2652  122.02335     10.32828      
  2653  151.99003     4.6843961     
  2654  202.72197     13.527381     
  2655  205.85988     -0.068152     
  2656  129.56427     45.012774     
  2657  149.56383     54.400596     
  2658  136.12398     12.371677     
  2659  164.94588     8.3068279     
  2660  147.37883     4.1914607     
  2661  48.581406     -0.211481     
  2662  250.69299     20.017047     
  2663  138.29953     3.8529832     
  2664  233.3734      13.868771     
  2665  322.26597     9.1215775     
  2666  122.89665     39.70979      
  2667  2.141381      -0.14152791   
  2668  165.91778     13.851842     
  2669  224.45599     18.402568     
  2670  121.99026     50.211441     
  2671  158.0678      21.242046     
  2672  130.46434     14.883564     
  2673  222.03945     45.105581     
  2674  195.29139     35.299868     
  2675  217.59136     8.0541799     
  2676  22.840228     6.3953227     
  2677  168.91605     -2.9803794    
  2678  244.09341     12.976205     
  2679  120.05991     48.964333     
  2680  127.5836      41.245541     
  2681  155.64802     45.503351     
  2682  33.815792     -7.856967     
  2683  243.64375     40.094401     
  2684  359.94977     4.475347      
  2685  143.98138     48.864855     
  2686  153.27578     17.407237     
  2687  249.43319     20.043281     
  2688  240.7973      25.816001     
  2689  161.54572     38.276971     
  2690  9.7210076     3.9778767     
  2691  148.50623     61.017273     
  2692  161.82593     1.4286209     
  2693  114.80797     36.36344      
  2694  121.38096     11.594181     
  2695  16.625853     0.17797454    
  2696  1.4935969     3.2961912     
  2697  189.47401     33.433954     
  2698  188.84117     39.947912     
  2699  205.54917     20.263862     
  2700  226.69864     27.3233       
  2701  249.22322     44.586079     
  2702  162.22615     14.448198     
  2703  203.16567     14.833382     
  2704  38.793135     -3.2169487    
  2705  226.52936     -1.0415309    
  2706  150.85468     43.158419     
  2707  40.453492     1.377456      
  2708  120.96358     39.884206     
  2709  318.60689     0.28248739    
  2710  161.58645     19.165515     
  2711  202.89168     14.750319     
  2712  32.298038     0.29541785    
  2713  174.27186     14.364848     
  2714  123.48359     21.590013     
  2715  113.92219     39.070562     
  2716  158.44279     34.651913     
  2717  203.2399      34.837944     
  2718  333.26971     5.9711389     
  2719  150.71655     13.725376     
  2720  1.3017161     2.935406      
  2721  211.66593     9.0410099     
  2722  151.58387     20.649802     
  2723  125.40129     6.4668395     
  2724  1.8787636     8.0575926     
  2725  141.88573     13.232358     
  2726  6.4355385     6.3992866     
  2727  29.987309     25.881673     
  2728  199.15252     33.733549     
  2729  230.62037     -0.6001307    
  2730  146.18327     8.3097562     
  2731  255.28863     19.837799     
  2732  37.003466     -8.3458655    
  2733  231.08333     44.567517     
  2734  199.80083     0.0086130395  
  2735  254.34545     27.69816      
  2736  241.64242     16.718077     
  2737  233.94182     33.925108     
  2738  26.539885     16.725025     
  2739  124.56009     37.341608     
  2740  327.30667     26.254371     
  2741  330.87571     11.108203     
  2742  24.657856     11.245244     
  2743  205.50272     1.7866825     
  2744  156.36377     35.442942     
  2745  178.07915     1.811128      
  2746  10.536705     9.8506545     
  2747  319.8638      0.19930854    
  2748  347.694       4.8044549     
  2749  319.87911     1.2082089     
  2750  126.95519     22.200559     
  2751  110.88263     39.966386     
  2752  192.79791     19.259385     
  2753  146.99907     43.796844     
  2754  115.39729     47.389035     
  2755  252.15703     31.281328     
  2756  203.29025     36.784317     
  2757  17.439888     1.3284073     
  2758  7.197347499   10.29959      
  2759  324.1176      2.4834452     
  2760  117.8567      52.257327     
  2761  221.01116     14.199667     
  2762  20.108556     17.460348     
  2763  248.35577     19.333283     
  2764  230.70015     4.8175582     
  2765  183.27934     -1.7701396    
  2766  166.28182     -0.16969108   
  2767  136.72479     -1.6158537    
  2768  169.47082     32.972972     
  2769  135.52888     22.659256     
  2770  338.52923     12.57579      
  2771  123.99187     57.38427      
  2772  219.55634     4.6878244     
  2773  109.55145     39.968405     
  2774  224.34215     2.1187935     
  2775  124.34953     56.654679     
  2776  321.99146     -1.1833609    
  2777  192.03591     16.125298     
  2778  34.071056     -7.9767747    
  2779  140.57002     19.468516     
  2780  184.90095     13.136378     
  2781  23.38759      15.309479     
  2782  324.55167     -1.4948049    
  2783  163.70374     20.356191     
  2784  144.53605     2.8678136     
  2785  154.51007     45.434804     
  2786  235.37404     26.675871     
  2787  171.96021     4.5648351     
  2788  118.12007     22.82001      
  2789  215.58264     53.254477     
  2790  321.7397      2.0056316     
  2791  129.85917     46.51851      
  2792  255.69256     32.779545     
  2793  27.925348     -0.86697445   
  2794  137.68122     44.96894      
  2795  133.39494     11.007545     
  2796  220.17572     3.1236413     
  2797  211.52667     6.403007      
  2798  162.29288     -1.3961102    
  2799  152.29879     18.844171     
  2800  200.51753     16.274026     
  2801  216.17128     6.7053313     
  2802  125.40396     39.921503     
  2803  232.52817     3.3908846     
  2804  20.184844     -2.2512957    
  2805  186.30504     35.200514     
  2806  344.25536     6.6506769     
  2807  335.5696      14.427394     
  2808  226.05854     31.363804     
  2809  346.75196     4.6183971     
  2810  201.38471     9.6121423     
  2811  328.45774     -3.0408517    
  2812  347.77861     0.83582658    
  2813  144.48764     2.7464667     
  2814  125.43843     28.27142      
  2815  173.96196     8.2422024     
  2816  140.157       24.559498     
  2817  1.724642599   -0.89106958   
  2818  31.35828      -3.0241855    
  2819  210.06479     22.049812     
  2820  205.19802     39.723937     
  2821  177.57549     -2.123068     
  2822  136.9111      16.589044     
  2823  256.68401     26.728394     
  2824  335.6856      20.496861     
  2825  232.15667     41.937243     
  2826  207.70845     27.001118     
  2827  180.18385     14.947573     
  2828  185.95086     16.906322     
  2829  173.05484     41.446251     
  2830  152.47226     63.149714     
  2831  39.394345     -0.17760509   
  2832  206.66069     23.20485      
  2833  330.31245     3.756111      
  2834  235.72156     25.293731     
  2835  203.21176     35.145395     
  2836  323.2905      0.38455144    
  2837  118.04302     39.808279     
  2838  238.55439     46.177918     
  2839  114.40427     19.847486     
  2840  142.96615     2.948031      
  2841  127.56519     28.342562     
  2842  37.424843     -1.0516785    
  2843  345.36033     0.47184875    
  2844  225.53556     15.434531     
  2845  220.81543     17.906745     
  2846  228.40874     20.662485     
  2847  33.356919     2.2144588     
  2848  194.29806     5.9597642     
  2849  34.25403      7.5790321     
  2850  176.8822      -1.0417671    
  2851  7.988861499   5.4702363     
  2852  214.98287     32.611433     
  2853  139.698       38.221867     
  2854  182.17569     3.8018736     
  2855  210.01437     4.2233381     
  2856  37.644714     -1.083533     
  2857  228.08602     39.295376     
  2858  209.9871      -2.0069791    
  2859  16.137636     -0.36524844   
  2860  161.36203     -1.388228     
  2861  236.78688     18.627293     
  2862  227.63104     2.0352775     
  2863  233.90723     40.816928     
  2864  257.95797     42.550259     
  2865  244.43641     33.38546      
  2866  215.84902     18.369333     
  2867  333.92471     -0.79094193   
  2868  216.26786     30.633034     
  2869  233.71571     23.391127     
  2870  119.40981     27.551574     
  2871  329.46949     18.682322     
  2872  325.99685     -1.2147767    
  2873  113.87001     43.359095     
  2874  181.18749     34.770334     
  2875  222.47719     37.56044      
  2876  5.348615199   10.174965     
  2877  317.10013     -0.23290588   
  2878  33.572132     -7.6751189    
  2879  263.19856     33.458188     
  2880  162.28133     12.249918     
  2881  4.581461699   6.4200265     
  2882  116.63742     38.8744       
  2883  155.17757     7.1560622     
  2884  29.386579     2.7955507     
  2885  128.68958     28.381377     
  2886  241.44504     28.986125     
  2887  230.04755     37.262694     
  2888  7.4303967     7.9541014     
  2889  332.63636     1.74837       
  2890  204.58984     12.472529     
  2891  236.64102     6.6965943     
  2892  164.78624     2.799625      
  2893  215.85312     54.149222     
  2894  178.03588     12.586003     
  2895  212.92671     43.803827     
  2896  115.32091     49.23279      
  2897  329.6988      1.0100732     
  2898  196.87093     40.199635     
  2899  121.77246     55.141249     
  2900  245.11293     25.247666     
  2901  113.50582     31.719301     
  2902  221.73168     -1.5894966    
  2903  155.59354     16.779738     
  2904  229.29787     3.5167193     
  2905  191.24797     12.257434     
  2906  176.7719      0.95061749    
  2907  147.63379     60.084975     
  2908  14.973703     6.883218      
  2909  225.02591     13.404018     
  2910  113.55848     43.839634     
  2911  319.61597     1.6119616     
  2912  216.34478     22.759405     
  2913  214.42862     14.661129     
  2914  198.65719     3.0848467     
  2915  251.43451     27.636291     
  2916  178.58441     17.565726     
  2917  147.8574      0.17003137    
  2918  160.09712     -3.1972313    
  2919  122.08983     5.97636       
  2920  227.6843      11.264886     
  2921  135.51353     12.085323     
  2922  184.49703     14.236288     
  2923  161.87962     17.209055     
  2924  253.71738     19.795018     
  2925  22.447751     7.5159821     
  2926  137.71233     12.286537     
  2927  336.28608     21.919816     
  2928  188.39586     39.497798     
  2929  147.66076     16.391823     
  2930  157.8679      16.307744     
  2931  238.56687     38.192401     
  2932  148.12693     59.777866     
  2933  147.0412      16.499605     
  2934  165.13035     -1.296963     
  2935  164.25454     36.413728     
  2936  158.81256     37.041116     
  2937  210.16973     13.92331      
  2938  331.30541     -0.64079732   
  2939  220.76165     43.550511     
  2940  236.70395     28.508575     
  2941  200.17676     17.980324     
  2942  205.61079     37.072797     
  2943  141.19257     4.1703368     
  2944  231.20629     35.051918     
  2945  207.21716     38.844333     
  2946  233.49038     8.866911      
  2947  167.17103     15.045606     
  2948  17.047787     -0.33634475   
  2949  343.76616     2.5744804     
  2950  7.0133773     7.4983271     
  2951  254.56743     22.175047     
  2952  171.94118     40.498053     
  2953  10.85833      -0.36047004   
  2954  159.25157     -0.62489222   
  2955  214.0801      2.2331432     
  2956  141.68688     7.3728932     
  2957  118.32049     39.920587     
  2958  232.68306     6.693415      
  2959  153.25837     2.8018494     
  2960  19.265818     20.905282     
  2961  334.36163     16.024752     
  2962  14.441315     0.65540214    
  2963  175.04346     34.200764     
  2964  218.08531     0.842715      
  2965  8.8511219     8.8105973     
  2966  30.989202     26.962722     
  2967  327.77613     5.4817142     
  2968  204.67619     21.152156     
  2969  192.59824     35.847682     
  2970  117.16248     38.538522     
  2971  161.8209      20.51491      
  2972  26.065619     15.23877      
  2973  114.05917     43.383927     
  2974  233.04984     4.416436      
  2975  39.552795     0.112047      
  2976  158.09886     16.187477     
  2977  163.743       20.349981     
  2978  27.548273     24.769544     
  2979  112.22053     32.976068     
  2980  175.40328     10.112236     
  2981  310.44596     -0.55891962   
  2982  122.88955     49.779855     
  2983  27.398416     5.216043      
  2984  164.08429     34.934348     
  2985  140.23266     13.285915     
  2986  260.03601     24.43256      
  2987  38.65269      -6.4608303    
  2988  220.78842     32.598626     
  2989  241.98688     16.472355     
  2990  343.54846     -0.96637934   
  2991  131.75327     0.62176495    
  2992  238.5326      18.408586     
  2993  13.271241     5.5299953     
  2994  212.59178     28.093885     
  2995  118.4278      40.483223     
  2996  156.04003     4.9654948     
  2997  19.998967     16.571744     
  2998  134.98        5.3484322     
  2999  123.9464      23.633686     
  3000  127.19308     3.2693197     
  3001  144.04845     0.90241874    
  3002  219.42911     2.1386159     
  3003  37.590984     -3.8175111    
  3004  19.506254     0.96011893    
  3005  144.68858     2.1408834     
  3006  200.01423     4.5277707     
  3007  176.27681     40.969261     
  3008  211.86089     -2.9896208    
  3009  223.57674     11.82427      
  3010  221.45447     8.7661846     
  3011  129.78904     6.3404606     
  3012  176.14828     3.6698318     
  3013  115.23226     23.506104     
  3014  162.00325     14.923265     
  3015  226.95036     14.69056      
  3016  160.71896     0.46571005    
  3017  189.31806     20.848783     
  3018  228.88268     35.3935       
  3019  224.30996     -2.7929714    
  3020  202.90997     7.83176       
  3021  86.444412     -1.1150572    
  3022  168.73316     2.0062921     
  3023  131.24605     29.990011     
  3024  89.721063     23.288638     
  3025  165.66857     8.5089662     
  3026  170.33662     6.1906775     
  3027  195.99492     16.737623     
  3028  160.01691     16.694285     
  3029  133.19393     9.1404888     
  3030  140.96704     8.0736063     
  3031  241.62807     11.774174     
  3032  155.27917     -0.80552571   
  3033  113.71734     40.50848      
  3034  0.64942671    12.634417     
  3035  233.28418     28.571929     
  3036  119.29931     53.507655     
  3037  186.13981     12.814262     
  3038  180.73237     13.022222     
  3039  241.05495     16.718942     
  3040  197.2276      7.2828874     
  3041  202.69556     40.941877     
  3042  343.11415     -0.92459429   
  3043  24.582699     15.438075     
  3044  214.03172     53.983821     
  3045  189.67104     1.5609661     
  3046  38.974267     -4.7486971    
  3047  228.1331      -1.8167481    
  3048  49.941777     -0.27474806   
  3049  139.63858     23.697662     
  3050  326.32873     0.79028038    
  3051  225.08788     0.62293384    
  3052  115.93072     46.090329     
  3053  126.42886     30.362655     
  3054  127.27652     53.008353     
  3055  254.99889     29.540091     
  3056  115.09123     25.614368     
  3057  228.95747     30.227082     
  3058  222.19748     40.680523     
  3059  32.994369     -4.0797229    
  3060  340.11148     -1.0160883    
  3061  156.26629     12.674051     
  3062  197.53465     20.649539     
  3063  153.68253     37.41439      
  3064  124.43012     42.586194     
  3065  192.60774     22.53029      
  3066  228.48854     12.673576     
  3067  133.21513     15.476479     
  3068  162.92072     19.223144     
  3069  183.51934     4.0210901     
  3070  11.583182     -0.70873738   
  3071  241.20799     44.133272     
  3072  217.73819     9.925443      
  3073  242.92401     10.350956     
  3074  233.7379      26.089111     
  3075  176.75112     21.139135     
  3076  337.05594     0.29355451    
  3077  351.58877     3.0805559     
  3078  128.30343     33.004105     
  3079  147.9592      -0.14811329   
  3080  121.52857     11.382814     
  3081  188.60119     7.649485      
  3082  355.95431     4.515272      
  3083  216.48757     -1.7728823    
  3084  195.68466     37.332756     
  3085  235.45788     19.553393     
  3086  120.4329      33.414228     
  3087  336.88955     -1.5450099    
  3088  219.2799      33.850642     
  3089  250.95372     22.911383     
  3090  128.08502     12.36466      
  3091  225.19822     12.013055     
  3092  355.15787     -3.3207435    
  3093  21.478813     17.916853     
  3094  138.87871     3.3124965     
  3095  329.70945     3.5524566     
  3096  117.27379     32.251654     
  3097  157.35844     35.348744     
  3098  214.02672     26.072685     
  3099  30.596635     25.524967     
  3100  183.81292     20.136409     
  3101  204.58756     20.729924     
  3102  13.138196     -1.257291     
  3103  245.23605     33.793203     
  3104  31.554158     -7.3196336    
  3105  136.05388     1.464118      
  3106  182.68429     13.025084     
  3107  167.51791     -0.96949808   
  3108  160.18694     7.781934      
  3109  141.81735     1.0081736     
  3110  144.18254     21.654617     
  3111  224.11709     -2.4466151    
  3112  32.590277     -5.3441546    
  3113  133.30649     26.126856     
  3114  172.9396      -2.6297171    
  3115  238.89981     13.424044     
  3116  150.96345     22.182815     
  3117  4.7762444     0.71151001    
  3118  224.39013     32.561132     
  3119  217.36237     21.550958     
  3120  137.0591      18.063079     
  3121  19.500178     16.540293     
  3122  149.27868     49.74524      
  3123  230.73714     8.9817667     
  3124  36.685922     -4.1356849    
  3125  245.43558     20.165389     
  3126  241.24795     42.940686     
  3127  174.74237     15.012699     
  3128  335.24003     -3.365086     
  3129  212.14755     26.726972     
  3130  222.18076     1.884447      
  3131  163.66974     14.015694     
  3132  328.79938     27.530079     
  3133  223.66911     1.5552908     
  3134  207.43506     28.541007     
  3135  235.18396     38.678274     
  3136  136.91425     11.858136     
  3137  5.799914399   0.69768269    
  3138  128.80451     0.87458814    
  3139  218.60729     13.281072     
  3140  41.648597     3.6735217     
  3141  222.66896     4.3229277     
  3142  219.24438     34.54162      
  3143  22.650797     21.679095     
  3144  147.63864     60.063572     
  3145  12.874176     3.6264129     
  3146  259.0929      31.591905     
  3147  26.114267     0.62078904    
  3148  213.75275     27.510213     
  3149  180.52967     34.867538     
  3150  332.34428     17.083971     
  3151  124.45916     34.415559     
  3152  201.99608     25.760292     
  3153  223.59083     25.335822     
  3154  113.74293     43.116279     
  3155  196.11018     0.15025304    
  3156  140.71747     23.323971     
  3157  164.71371     -2.3149981    
  3158  205.47367     21.723396     
  3159  180.47261     14.2188       
  3160  140.85924     21.990746     
  3161  192.25919     12.335222     
  3162  10.189996     -0.0026604215 
  3163  191.70825     40.767526     
  3164  333.54904     6.1987149     
  3165  215.6378      8.0907916     
  3166  222.62852     -2.5516886    
  3167  11.682704     5.5286684     
  3168  162.24606     -2.5846155    
  3169  124.76204     12.12932      
  3170  175.23259     3.3946447     
  3171  166.67881     7.4245538     
  3172  119.68059     8.3104829     
  3173  244.4831      40.393413     
  3174  182.18301     26.914579     
  3175  199.99217     10.327543     
  3176  341.22228     0.93353458    
  3177  143.09083     42.42545      
  3178  125.08492     41.734261     
  3179  146.13143     19.591597     
  3180  194.55456     36.905082     
  3181  119.70324     17.917695     
  3182  250.60594     42.931695     
  3183  194.22775     2.3180195     
  3184  127.86564     53.436734     
  3185  241.40479     35.641585     
  3186  130.64144     10.020815     
  3187  239.21652     40.106514     
  3188  239.10554     35.332274     
  3189  15.667415     9.461473      
  3190  330.52123     17.66144      
  3191  159.69877     16.741834     
  3192  222.04213     15.338884     
  3193  147.93937     3.9314607     
  3194  173.60536     17.320147     
  3195  177.27965     11.706836     
  3196  34.801885     0.79078739    
  3197  209.8869      -0.8194901    
  3198  218.34887     42.218253     
  3199  233.27215     15.864468     
  3200  122.44325     46.622232     
  3201  333.98369     12.881569     
  3202  31.138842     0.15779475    
  3203  256.86582     29.733241     
  3204  171.08401     12.21338      
  3205  217.78199     1.5213516     
  3206  239.611       40.343963     
  3207  152.34497     44.076023     
  3208  201.33445     -0.46672339   
  3209  143.53403     36.60896      
  3210  214.63995     18.921904     
  3211  198.28691     15.770436     
  3212  119.18962     36.818361     
  3213  245.19192     40.897825     
  3214  351.9946      -0.3924627    
  3215  216.60962     38.632405     
  3216  244.43435     35.818033     
  3217  140.0161      7.7906632     
  3218  137.75706     8.8330553     
  3219  2.7218983     8.5597603     
  3220  15.697728     -2.4070784    
  3221  351.68471     2.4265553     
  3222  144.64453     45.339945     
  3223  140.50453     18.104679     
  3224  221.49315     5.0019238     
  3225  227.82775     22.975181     
  3226  345.71747     -1.2129856    
  3227  338.47607     -1.1332597    
  3228  167.52366     2.7985362     
  3229  16.914986     0.90314163    
  3230  253.38808     40.880357     
  3231  129.36243     0.23151081    
  3232  155.89697     -2.0136182    
  3233  140.73043     39.087662     
  3234  198.78504     1.4224004     
  3235  237.29939     37.807399     
  3236  169.68309     0.65637003    
  3237  359.62928     8.5288842     
  3238  203.31404     13.904826     
  3239  251.49963     14.96549      
  3240  152.53556     19.237463     
  3241  203.56226     40.180791     
  3242  137.05624     11.204355     
  3243  134.76664     37.712804     
  3244  242.80862     13.098058     
  3245  348.16411     -0.83484662   
  3246  173.69303     43.337855     
  3247  253.0459      39.754123     
  3248  238.69358     25.439374     
  3249  188.60035     10.190875     
  3250  124.85332     27.481032     
  3251  196.19936     22.455871     
  3252  336.97726     0.20622304    
  3253  155.87611     3.1004172     
  3254  231.66461     14.971313     
  3255  224.24258     16.165236     
  3256  5.3755563     3.1429256     
  3257  123.87517     39.706144     
  3258  129.79888     46.887541     
  3259  204.19462     34.08477      
  3260  233.8913      30.253125     
  3261  222.14329     37.126741     
  3262  130.79662     8.2223699     
  3263  155.30519     0.9852961     
  3264  134.28532     41.081674     
  3265  179.75663     26.959236     
  3266  249.79648     25.189378     
  3267  219.45719     9.734827      
  3268  156.71162     13.53255      
  3269  123.48823     2.2158551     
  3270  211.18715     10.58993      
  3271  236.58984     4.4865328     
  3272  183.42376     4.3454553     
  3273  253.4055      31.257684     
  3274  192.51212     -3.0005099    
  3275  167.68962     11.972923     
  3276  198.83857     -1.3809355    
  3277  188.95761     17.810504     
  3278  181.39673     17.764121     
  3279  146.38017     0.23975666    
  3280  244.48065     14.299118     
  3281  125.04694     27.665087     
  3282  334.96724     0.32583866    
  3283  173.83067     5.5269293     
  3284  329.51939     8.6562494     
  3285  223.55709     7.4313053     
  3286  317.76202     1.1999106     
  3287  213.21078     18.390326     
  3288  208.29933     15.417699     
  3289  237.54827     16.101433     
  3290  351.21877     -1.0380431    
  3291  327.6823      1.295699      
  3292  12.743852     -0.62615785   
  3293  18.967521     19.424004     
  3294  152.44253     38.249594     
  3295  234.33123     16.565076     
  3296  114.32272     41.732088     
  3297  194.37542     0.17195785    
  3298  150.74451     5.1366848     
  3299  196.02379     4.8816219     
  3300  191.03094     15.549455     
  3301  329.61954     4.4257999     
  3302  201.89204     5.2547912     
  3303  156.83441     21.682045     
  3304  127.07197     48.289194     
  3305  246.68757     31.257043     
  3306  357.51749     3.8903852     
  3307  194.73086     21.081617     
  3308  338.00233     3.0614296     
  3309  147.63457     -0.68216691   
  3310  38.98358      0.23171956    
  3311  33.696799     0.35106212    
  3312  118.68403     19.534314     
  3313  133.05035     18.210983     
  3314  136.6107      -1.507824     
  3315  118.21311     27.018721     
  3316  338.68876     19.809365     
  3317  114.7672      36.005455     
  3318  30.773187     16.022432     
  3319  222.43646     -2.8358831    
  3320  116.61733     23.301876     
  3321  214.45763     41.090273     
  3322  1.658345999   9.8370534     
  3323  21.815776     5.8723783     
  3324  345.14057     5.177929      
  3325  123.61151     36.479536     
  3326  208.67636     36.8081       
  3327  173.92778     18.150437     
  3328  326.37796     10.457003     
  3329  149.36268     59.011067     
  3330  245.14947     46.187987     
  3331  318.52883     1.1341569     
  3332  168.22835     16.567354     
  3333  216.32302     8.0126261     
  3334  253.41642     37.019133     
  3335  136.53693     41.584808     
  3336  222.80227     13.449393     
  3337  43.724566     -2.0072636    
  3338  188.36352     40.480085     
  3339  142.3239      37.397485     
  3340  133.04312     21.76039      
  3341  122.22518     47.805897     
  3342  33.956965     -1.0925161    
  3343  167.34125     18.480339     
  3344  221.74179     27.683449     
  3345  227.60912     7.690059      
  3346  339.09579     19.905945     
  3347  215.59334     6.7958189     
  3348  174.62055     32.488645     
  3349  118.65077     40.322351     
  3350  128.33496     6.7719428     
  3351  29.422722     1.7751448     
  3352  192.47916     5.8027197     
  3353  17.965913     5.9198099     
  3354  170.99673     17.397451     
  3355  258.56776     43.589612     
  3356  1.955569099   12.578448     
  3357  164.46538     2.725382      
  3358  213.04421     22.637348     
  3359  171.64681     4.3761891     
  3360  143.537       39.346477     
  3361  168.03574     4.1728447     
  3362  200.61557     31.01361      
  3363  256.5257      39.9007       
  3364  114.26169     35.58402      
  3365  119.00038     38.716984     
  3366  179.99709     39.347757     
  3367  25.676031     5.3830463     
  3368  357.42272     5.3509158     
  3369  206.86489     36.649186     
  3370  233.79317     0.1979085     
  3371  25.823521     4.9815807     
  3372  150.66564     2.674345      
  3373  130.2843      25.798452     
  3374  189.98979     -2.2086022    
  3375  152.30963     45.485818     
  3376  157.09493     39.37665      
  3377  129.49093     46.520154     
  3378  227.89254     34.400295     
  3379  248.87388     24.666096     
  3380  191.59947     38.032721     
  3381  127.77683     48.016628     
  3382  138.63639     -1.4787177    
  3383  112.82985     39.892507     
  3384  210.18007     24.839476     
  3385  213.58701     52.275048     
  3386  121.72717     29.428808     
  3387  333.61029     -0.78113027   
  3388  197.02313     8.3930927     
  3389  162.28745     42.703088     
  3390  17.128668     17.843971     
  3391  184.27547     -2.4466548    
  3392  117.08495     19.023445     
  3393  206.18968     2.0588597     
  3394  141.64294     62.404897     
  3395  160.90229     14.830322     
