# ID    ra_sdss       dec_sdss      
  276   35.961067     0.97260086    
  277   326.32743     0.62338282    
  278   212.38498     -3.2638059    
  279   331.15042     18.767833     
  280   16.893055     22.763548     
  281   194.79898     6.3835099     
  282   134.7825      13.678284     
  283   335.19276     13.124268     
  284   24.931873     0.054273      
  285   226.69799     32.80272      
  286   205.71236     9.7473985     
  287   132.49445     3.1028093     
  288   1.409879699   0.60957674    
  289   355.43823     -0.63324      
  290   123.2405      26.52659      
  291   320.16407     4.7074986     
  292   90.088877     23.283268     
  293   131.96747     17.060117     
  294   23.951125     11.36392      
  295   26.145646     24.14616      
  296   359.75255     -2.0038066    
  297   356.43613     3.8409262     
  298   17.770904     11.14167      
  299   351.91095     2.9628797     
  300   325.88051     26.126955     
  301   21.341526     6.7593723     
  302   114.89419     22.203895     
  303   194.23946     38.278246     
  304   331.79712     13.105311     
  305   225.81673     5.3496747     
  306   123.19445     1.8134751     
  307   219.81539     30.367328     
  308   122.09335     17.158326     
  309   340.24783     -1.869861     
  310   5.144265      -2.6103751    
  311   337.98224     -2.7776691    
  312   186.44629     38.388525     
  313   152.79816     1.2387773     
  314   222.81517     40.585739     
  315   128.53822     21.71065      
  316   222.90252     39.929035     
  317   140.51695     7.2979048     
  318   150.27504     59.670327     
  319   250.60793     28.5899       
  320   130.0237      7.4079141     
  321   254.02452     24.625883     
  322   149.85563     17.995984     
  323   235.97288     5.9633433     
  324   235.64012     34.615465     
  325   208.11543     38.866869     
  326   182.89289     13.563105     
  327   126.57081     0.1264429     
  328   207.86505     18.874153     
  329   327.09742     21.313835     
  330   15.458756     4.753064      
  331   333.73306     4.8853714     
  332   150.1641      -1.9006109    
  333   0.86195757    -2.2088292    
  334   334.25158     7.2564864     
  335   222.76993     39.383707     
  336   320.8555      0.69608511    
  337   2.518074      12.582954     
  338   135.35769     47.434208     
  339   188.36834     -1.8442837    
  340   30.904034     0.13315293    
  341   236.51983     21.390681     
  342   17.611695     -0.56865213   
  343   55.336689     1.129393      
  344   221.47547     24.284002     
  345   16.616226     -1.2862546    
  346   342.09758     2.9544032     
  347   162.01325     14.971797     
  348   127.12302     50.274691     
  349   133.79947     46.214173     
  350   116.63976     48.188377     
  351   330.93953     12.287562     
  352   217.02633     1.805605      
  353   241.81109     19.866224     
  354   336.07528     -2.7785122    
  355   182.80211     39.111234     
  356   327.97917     5.2543625     
  357   25.696582     24.777991     
  358   229.7711      27.635224     
  359   143.41774     -1.0632347    
  360   227.83105     31.189587     
  361   208.94949     22.348132     
  362   243.46302     45.248683     
  363   141.24619     42.516711     
  364   168.1174      13.536915     
  365   241.91403     29.204861     
  366   170.291       -1.8870299    
  367   116.67452     25.118941     
  368   228.08984     27.866592     
  369   337.48283     1.7014116     
  370   330.11814     10.429887     
  371   238.52587     6.4139321     
  372   202.17931     22.681883     
  373   237.65913     20.127037     
  374   253.0285      26.159794     
  375   23.167916     13.299723     
  376   139.6063      11.355551     
  377   121.0635      45.505496     
  378   236.06009     18.003606     
  379   243.47467     3.6153504     
  380   236.80412     19.553146     
  381   117.09607     15.248656     
  382   235.48136     33.756569     
  383   179.17254     4.5393762     
  384   132.14009     9.0320508     
  385   127.19901     11.090614     
  386   229.33306     31.906234     
  387   236.96843     33.776548     
  388   246.30082     23.559731     
  389   168.11813     14.052417     
  390   71.9956       25.5977       
  391   5.857731199   7.6375714     
  392   221.63134     7.4833391     
  393   25.963762     11.36072      
  394   201.89322     4.0474003     
  395   171.04085     16.000529     
  396   147.20328     5.1566864     
  397   193.64562     2.4615298     
  398   12.984607     -1.0757809    
  399   149.01371     11.612759     
  400   129.99446     14.240357     
  401   37.279788     0.73148977    
  402   210.42197     1.0815362     
  403   240.9899      24.642527     
  404   27.013976     -0.95487558   
  405   213.67875     -2.7474394    
  406   148.54308     12.162987     
  407   41.045785     -1.1164376    
  408   240.12569     3.764844      
  409   125.96318     34.141769     
  410   255.08631     23.180552     
  411   35.929434     4.161769      
  412   128.9714      44.589568     
  413   333.09417     16.194118     
  414   211.02508     13.867439     
  415   203.77291     8.2856716     
  416   15.821292     -0.97017885   
  417   221.29475     5.8726117     
  418   215.89427     22.97266      
  419   70.8984       25.2882       
  420   168.19831     40.412904     
  421   207.42629     24.136245     
  422   246.33756     29.381451     
  423   333.64276     21.503122     
  424   133.47905     8.7823563     
  425   166.6956      -2.5740444    
  426   135.11865     3.3536744     
  427   203.16707     2.8427842     
  428   214.51632     18.62768      
  429   213.10046     -1.8926239    
  430   223.69192     1.008659      
  431   184.29678     37.707729     
  432   143.8646      48.905679     
  433   203.37126     19.798772     
  434   200.9229      38.913941     
  435   245.78055     18.268468     
  436   345.28987     2.5316384     
  437   24.550831     18.657071     
  438   36.280006     0.26353461    
  439   214.10754     53.764399     
  440   203.01687     7.2442472     
  441   236.38502     35.79071      
  442   170.23425     5.4806572     
  443   70.0223       25.8516       
  444   237.81113     18.556271     
  445   318.01461     5.3712856     
  446   139.57004     16.931323     
  447   146.52183     19.896849     
  448   236.28859     22.767634     
  449   170.11225     51.189135     
  450   332.54524     8.1963911     
  451   174.93107     17.961195     
  452   349.70122     6.4972349     
  453   253.24518     44.812659     
  454   213.64226     19.675481     
  455   123.53682     1.5342016     
  456   345.44894     0.4389295     
  457   118.0719      21.145768     
  458   19.841184     11.38483      
  459   180.76411     22.39756      
  460   222.81866     36.710511     
  461   224.37102     10.106047     
  462   212.89006     10.437215     
  463   23.987467     17.943749     
  464   243.53709     23.215195     
  465   127.28168     19.787957     
  466   161.81912     37.972334     
  467   118.91041     31.007745     
  468   120.94845     39.67258      
  469   255.57271     37.862413     
  470   25.32748      16.419153     
  471   332.01355     5.6359034     
  472   165.30469     19.637481     
  473   324.9678      -1.1164138    
  474   333.98021     7.0532096     
  475   174.17402     5.8129799     
  476   140.16302     5.8913279     
  477   140.06747     21.975316     
  478   213.24745     -3.121133     
  479   257.20026     36.626699     
  480   111.46819     42.736365     
  481   123.7917      52.444164     
  482   254.7167      24.84383      
  483   206.45065     17.649912     
  484   132.3169      41.844496     
  485   123.52473     2.9754334     
  486   15.302859     21.950778     
  487   114.40511     20.160951     
  488   133.90574     3.2041073     
  489   160.34204     0.86091043    
  490   118.54854     32.99938      
  491   117.1266      23.869094     
  492   348.19474     2.0567892     
  493   239.17815     13.514978     
  494   230.36589     4.0675732     
  495   226.33127     17.819967     
  496   2.8973063     11.427354     
  497   133.2976      17.549428     
  498   255.66376     29.02638      
  499   17.880524     0.50475968    
  500   201.51555     9.161169      
  501   154.58722     5.6297346     
  502   137.87501     22.118408     
  503   21.750385     2.1976296     
  504   234.96239     25.316445     
  505   147.19386     16.578693     
  506   205.9836      -1.2500561    
  507   114.58443     46.540204     
  508   327.32856     27.692575     
  509   4.480136599   8.3049564     
  510   186.21429     37.215735     
  511   213.04679     -2.2610045    
  512   25.218186     0.66076865    
  513   112.81132     41.203477     
  514   188.02284     1.2900392     
  515   234.98756     40.819093     
  516   129.28307     40.159822     
  517   34.039183     -3.192121     
  518   216.70635     30.036805     
  519   140.80484     10.548459     
  520   127.7668      50.569818     
  521   25.666226     23.626199     
  522   36.385949     3.8877312     
  523   177.42219     16.631357     
  524   124.81073     20.497727     
  525   241.05627     21.463666     
  526   236.39441     20.609388     
  527   166.15663     38.383933     
  528   215.39991     39.750031     
  529   245.28371     33.655598     
  530   36.407826     2.3031834     
  531   151.39717     13.259194     
  532   131.50219     7.0746724     
  533   28.119995     17.536881     
  534   224.01176     22.122922     
  535   117.24519     38.879675     
  536   230.63175     36.747452     
  537   2.0496393     12.383392     
  538   27.741571     24.834111     
  539   336.35124     -0.44571018   
  540   19.27412      6.7708762     
  541   355.37283     -1.4471827    
  542   251.99454     30.214482     
  543   116.52282     37.032223     
  544   331.98374     -2.2526122    
  545   235.30719     -0.63702578   
  546   332.58632     16.430576     
  547   151.25257     41.152971     
  548   212.76018     10.5313       
  549   151.19412     15.487749     
  550   223.88299     13.813142     
  551   230.03614     1.5687232     
  552   156.74227     22.070095     
  553   125.24211     24.416033     
  554   138.45655     9.7536699     
  555   210.01571     35.294826     
  556   174.56012     16.292618     
  557   213.39347     19.755913     
  558   137.31375     17.637643     
  559   134.67322     15.34561      
  560   130.89842     50.317535     
  561   249.37443     11.757098     
  562   121.21321     47.262628     
  563   159.57772     20.298927     
  564   214.70688     1.2255602     
  565   234.78113     25.298776     
  566   331.82412     10.200974     
  567   11.556295     5.0205439     
  568   3.019743899   -2.2341487    
  569   223.40622     6.1121958     
  570   257.19203     39.057217     
  571   244.47926     22.66066      
  572   19.632282     -1.118673     
  573   326.37599     1.0750658     
  574   7.4836821     0.43350081    
  575   139.57198     16.166695     
  576   123.67484     15.410843     
  577   26.383337     11.002159     
  578   203.24045     11.133648     
  579   70.4261       25.1855       
  580   38.507462     0.56746707    
  581   219.02389     41.012158     
  582   240.96618     40.268217     
  583   334.65618     -2.0395729    
  584   15.212938     10.523607     
  585   195.01629     13.796942     
  586   185.88866     38.457663     
  587   329.37772     5.8896139     
  588   226.54584     34.983247     
  589   122.48859     7.9711933     
  590   230.43302     28.641752     
  591   113.64789     46.513035     
  592   254.50344     36.555788     
  593   332.60524     24.719152     
  594   69.1898       25.3475       
  595   335.60949     17.471012     
  596   257.0276      25.456794     
  597   254.65524     21.109156     
  598   233.35222     22.61808      
  599   196.61156     39.352916     
  600   184.86275     2.4987483     
  601   334.79492     19.754018     
  602   135.20095     18.540577     
  603   56.786936     -0.47198542   
  604   27.480256     9.6351664     
  605   230.15314     11.155165     
  606   50.344145     1.1633397     
  607   10.692274     -0.35171013   
  608   355.52554     2.3680994     
  609   25.657535     11.501944     
  610   26.222876     17.241355     
  611   353.96283     4.6764025     
  612   40.516641     3.4008563     
  613   5.4806216     -1.8114699    
  614   3.776343199   9.1112745     
  615   336.14168     13.275142     
  616   263.69333     26.722589     
  617   249.01555     16.044132     
  618   4.6116342     -0.40921773   
  619   9.7249969     -2.2293498    
  620   216.66787     23.069556     
  621   215.95045     33.62837      
  622   242.52359     40.276801     
  623   193.55715     14.170516     
  624   117.73627     14.716856     
  625   118.48827     38.851488     
  626   37.814151     -7.467431     
  627   201.3019      7.0709265     
  628   121.58832     15.922503     
  629   119.87679     38.858483     
  630   228.78554     37.231336     
  631   221.57403     6.7599471     
  632   20.548641     24.429135     
  633   344.39345     -0.8754963    
  634   194.81544     33.549377     
  635   131.59952     7.7815204     
  636   171.2513      -0.20756338   
  637   25.668327     25.169816     
  638   174.85298     -2.992985     
  639   321.16542     9.454633      
  640   328.42382     4.4270274     
  641   218.45546     26.037999     
  642   329.37721     0.75133649    
  643   327.79379     -0.46604455   
  644   232.99646     25.450284     
  645   219.77399     18.662525     
  646   158.46171     20.21633      
  647   33.335812     -6.4741745    
  648   245.59922     13.64865      
  649   225.08812     -0.48614562   
  650   129.11979     47.037633     
  651   131.13143     12.486729     
  652   228.73609     45.705833     
  653   221.9777      -0.7759749    
  654   148.72738     38.770049     
  655   201.47861     0.59860724    
  656   154.22449     12.571034     
  657   164.3484      9.1477907     
  658   224.72202     -2.7902463    
  659   212.0109      11.227061     
  660   217.99236     9.0541281     
  661   237.69329     25.275758     
  662   0.48444918    13.114131     
  663   229.59436     33.660245     
  664   159.95985     0.89292535    
  665   39.632585     0.19784059    
  666   113.34538     44.945156     
  667   160.00244     18.660885     
  668   132.6103      4.7624414     
  669   320.91947     6.0955288     
  670   235.89036     7.0900927     
  671   182.36348     12.075684     
  672   191.09781     40.495551     
  673   207.45867     16.797974     
  674   156.09062     9.8962547     
  675   169.15999     9.797648      
  676   4.8505012     2.9451941     
  677   339.65421     0.82564511    
  678   322.43117     0.86277073    
  679   35.740702     -1.9969463    
  680   156.19318     4.4000829     
  681   6.8964725     1.6903878     
  682   26.934266     16.871462     
  683   169.93055     -1.0944436    
  684   31.920024     24.599283     
  685   122.43466     12.356471     
  686   123.86529     27.492937     
  687   198.33957     24.809971     
  688   333.70067     5.6554826     
  689   119.27535     14.81299      
  690   215.59027     6.6130646     
  691   133.45586     24.594541     
  692   235.62001     19.546471     
  693   336.15824     19.109155     
  694   117.7237      33.496012     
  695   170.57343     41.966816     
  696   328.50585     5.4831889     
  697   256.9195      24.953156     
  698   133.04822     25.355628     
  699   30.543104     21.033431     
  700   26.144411     3.4991214     
  701   119.78283     9.0356131     
  702   128.77965     4.0059617     
  703   326.66013     2.2193479     
  704   178.48479     4.2166593     
  705   166.50004     35.829913     
  706   239.85507     5.237366      
  707   2.931662      0.89909398    
  708   122.52509     50.179379     
  709   177.3118      4.6487254     
  710   124.92187     18.822269     
  711   19.181595     14.657935     
  712   204.72608     36.166264     
  713   118.53004     46.743396     
  714   178.76428     10.124458     
  715   176.93159     15.100467     
  716   165.84754     35.721223     
  717   248.42297     18.093771     
  718   256.18853     22.330035     
  719   13.25753      1.7687361     
  720   213.35847     52.613675     
  721   233.24759     23.833568     
  722   224.38148     12.919222     
  723   132.49638     6.8247769     
  724   137.38791     20.331308     
  725   10.72127      5.4941464     
  726   154.44171     35.817698     
  727   221.52739     38.975534     
  728   28.989142     15.207772     
  729   224.14715     7.9718166     
  730   23.638891     11.108379     
  731   126.51367     11.062823     
  732   28.257668     25.607127     
  733   213.58028     6.82933       
  734   1.016359099   -2.8256293    
  735   193.36653     36.229646     
  736   15.805701     0.74252788    
  737   110.35767     39.287719     
  738   147.06726     1.0813351     
  739   229.7962      17.072856     
  740   217.2659      5.7615142     
  741   321.85331     9.6849569     
  742   123.96683     47.651695     
  743   227.38635     2.7676537     
  744   206.7931      1.5832686     
  745   229.9351      41.834408     
  746   133.00915     3.8715658     
  747   214.16005     37.826241     
  748   7.515603899   -1.8324332    
  749   17.653505     -1.6711339    
  750   173.16481     8.3472986     
  751   90.61261      24.157852     
  752   189.27047     37.145883     
  753   113.27611     33.828686     
  754   125.64032     53.377875     
  755   195.57519     3.4665035     
  756   232.49421     38.372094     
  757   183.42156     6.729033      
  758   141.63602     8.4597125     
  759   121.13158     41.031419     
  760   159.79098     4.0713204     
  761   136.08721     21.744152     
  762   228.45079     19.750321     
  763   328.91295     9.7981793     
  764   247.6683      21.926656     
  765   235.10397     -0.54704557   
  766   197.3004      -0.019640718  
  767   9.4084199     9.7061556     
  768   225.88885     -0.99099142   
  769   224.5708      8.9431306     
  770   257.26168     29.645792     
  771   223.27526     22.486736     
  772   354.68768     1.9241262     
  773   229.18286     12.414611     
  774   121.49284     30.341336     
  775   14.825874     2.3440487     
  776   171.54031     -0.19395241   
  777   257.1959      41.853913     
  778   27.308592     0.79609179    
  779   121.99015     28.928594     
  780   206.50296     8.0871561     
  781   224.23551     10.345173     
  782   230.46405     17.685663     
  783   348.4795      1.6559224     
  784   214.46609     30.834101     
  785   139.77122     7.7326202     
  786   156.16911     16.89079      
  787   35.684415     -3.0907771    
  788   39.931461     -1.8403568    
  789   135.5073      20.567506     
  790   344.96217     3.1514355     
  791   356.21745     4.9266794     
  792   38.970044     0.76013505    
  793   136.49017     9.9222707     
  794   256.03396     41.324517     
  795   232.40138     -1.1956323    
  796   325.25142     8.4579466     
  797   146.49433     19.745693     
  798   140.23249     4.7837032     
  799   219.44686     1.2040268     
  800   183.45277     5.0900207     
  801   19.915522     23.764999     
  802   335.90381     18.584907     
  803   315.31085     -5.6131942    
  804   219.18614     26.959495     
  805   236.92772     18.912869     
  806   132.77414     26.050868     
  807   142.99272     15.926893     
  808   332.72337     0.59196663    
  809   224.15397     20.674487     
  810   234.54598     16.497411     
  811   231.81358     12.860459     
  812   342.6418      -1.1699141    
  813   153.43558     21.716287     
  814   27.540314     -2.8537739    
  815   142.07254     13.319159     
  816   173.88378     7.0147122     
  817   332.93296     1.5265313     
  818   155.83617     11.791611     
  819   319.91015     -2.3757459    
  820   140.10563     -1.7578782    
  821   257.329       33.86074      
  822   226.92821     1.354083      
  823   255.52562     28.873663     
  824   35.538635     -8.9411526    
  825   194.8417      37.593128     
  826   112.13394     44.821281     
  827   125.58832     52.92567      
  828   193.84156     5.6136155     
  829   134.25851     25.961497     
  830   118.47817     39.836105     
  831   37.60807      -3.5363374    
  832   125.14587     16.093702     
  833   165.05023     6.7630271     
  834   144.02792     14.917215     
  835   154.09848     7.2571997     
  836   223.71208     15.557499     
  837   40.901691     0.95287115    
  838   148.86575     48.888133     
  839   168.9707      19.025291     
  840   193.89926     15.53652      
  841   27.479179     0.06700387    
  842   114.5216      36.610221     
  843   155.62991     21.858419     
  844   325.39978     4.2758183     
  845   202.88765     12.608017     
  846   113.14605     41.709938     
  847   179.0912      4.3250417     
  848   112.24384     44.710644     
  849   173.41765     9.4377498     
  850   18.022061     17.108349     
  851   164.33053     8.4934967     
  852   133.11586     0.70863834    
  853   332.46746     6.8222166     
  854   5.4013473     -2.75611      
  855   126.34186     9.9798339     
  856   119.83611     21.27171      
  857   6.5915676     -1.4680806    
  858   14.771915     7.5416342     
  859   248.38992     19.943173     
  860   211.28986     16.263928     
  861   24.117518     10.084354     
  862   3.9394907     8.9230016     
  863   320.97218     0.78588293    
  864   17.646167     -1.0436927    
  865   122.36247     25.153396     
  866   118.45557     23.417964     
  867   146.91854     14.446914     
  868   225.03965     34.959886     
  869   206.08213     39.690769     
  870   126.00355     35.826606     
  871   16.020008     0.75632705    
  872   137.61987     35.143269     
  873   213.07224     43.633178     
  874   126.15733     42.340689     
  875   218.31947     38.477914     
  876   145.31719     5.355372      
  877   193.26807     4.1793109     
  878   189.40241     41.894147     
  879   222.78179     18.630509     
  880   128.0961      2.4345373     
  881   329.75047     13.447332     
  882   328.18732     22.125868     
  883   146.27353     18.634149     
  884   335.22309     -3.0358961    
  885   165.95982     40.904802     
  886   206.47017     11.339563     
  887   187.75939     4.8044772     
  888   235.17067     30.36151      
  889   254.69283     35.239116     
  890   42.591927     -0.457219     
  891   148.98671     22.325522     
  892   230.37139     3.9790308     
  893   172.28297     14.761481     
  894   191.29525     2.9853024     
  895   220.34654     11.737431     
  896   240.90742     9.283989      
  897   345.10671     9.7779485     
  898   117.2714      46.047336     
  899   212.53518     53.478759     
  900   22.394634     16.247961     
  901   325.72716     8.3035794     
  902   356.93684     3.9713824     
  903   217.78183     15.536525     
  904   211.69825     28.104474     
  905   138.44942     19.392393     
  906   33.012255     3.5804295     
  907   144.94693     48.95316      
  908   244.7503      21.793382     
  909   129.1362      40.541325     
  910   158.89248     1.7239509     
  911   28.747315     2.7636435     
  912   229.77545     29.278255     
  913   5.983255499   9.3181548     
  914   359.74062     -1.9998944    
  915   69.1765       25.4196       
  916   117.58771     30.095286     
  917   16.911523     9.2397796     
  918   141.28547     -1.4916906    
  919   198.23894     5.5580814     
  920   178.55605     38.305032     
  921   224.00413     14.350101     
  922   343.0557      -2.7275195    
  923   34.522938     -0.58421925   
  924   191.26749     37.383383     
  925   235.09715     13.498597     
  926   29.563784     -0.89807166   
  927   23.791822     -2.6939229    
  928   206.42902     3.9350771     
  929   163.32327     40.423319     
  930   39.792669     -2.5001791    
  931   192.59807     22.156335     
  932   131.74791     3.4347024     
  933   212.88928     41.422064     
  934   118.25856     49.762416     
  935   124.73106     17.229006     
  936   242.18272     16.547653     
  937   156.22293     13.381458     
  938   139.95208     8.1313131     
  939   226.18159     9.1359341     
  940   142.53167     42.155741     
  941   213.53356     20.789964     
  942   123.16825     18.508477     
  943   162.10658     9.6250603     
  944   18.587341     20.127994     
  945   87.037284     0.89019608    
  946   50.897073     -7.7809579    
  947   41.304047     3.3295528     
  948   150.17166     3.0858219     
  949   229.2863      32.194005     
  950   211.25722     0.84166145    
  951   31.268108     19.2809       
  952   185.03728     17.599416     
  953   343.64951     10.612195     
  954   212.31962     26.428941     
  955   184.59393     19.958225     
  956   184.04063     27.296293     
  957   7.0737674     7.8653008     
